date,ridership Barrie ALLANDALE WATERFRONT GO,ridership Barrie AURORA GO,ridership Barrie BARRIE SOUTH GO,ridership Barrie BRADFORD GO,ridership Barrie KING CITY GO,ridership Barrie MAPLE GO,ridership Barrie RUTHERFORD GO,ridership Barrie UNION STATION,ridership Kitchener BRAMALEA GO,ridership Kitchener GEORGETOWN GO,ridership Kitchener GUELPH CENTRAL GO,ridership Kitchener KITCHENER GO,ridership Kitchener LONDON VIA,ridership Kitchener MALTON GO,ridership Kitchener MOUNT PLEASANT GO,ridership Kitchener UNION STATION,ridership Lakeshore East AJAX GO,ridership Lakeshore East ALDERSHOT GO,ridership Lakeshore East BURLINGTON GO,ridership Lakeshore East DURHAM COLLEGE OSHAWA GO,ridership Lakeshore East GUILDWOOD GO,ridership Lakeshore East NIAGARA FALLS GO (VIA STATION),ridership Lakeshore East OAKVILLE GO,ridership Lakeshore East OSHAWA GO,ridership Lakeshore East PICKERING GO,ridership Lakeshore East PICKERING SOUTH,ridership Lakeshore East UNION STATION,ridership Lakeshore East WEST HARBOUR,ridership Lakeshore East WHITBY GO,ridership Lakeshore West ALDERSHOT GO,ridership Lakeshore West APPLEBY GO,ridership Lakeshore West BRONTE GO,ridership Lakeshore West BURLINGTON GO,ridership Lakeshore West CLARKSON GO,ridership Lakeshore West EXHIBITION GO,ridership Lakeshore West HAMILTON GO CENTRE,ridership Lakeshore West MIMICO GO,ridership Lakeshore West NIAGARA FALLS GO (VIA STATION),ridership Lakeshore West OAKVILLE GO,ridership Lakeshore West OSHAWA GO,ridership Lakeshore West PICKERING SOUTH,ridership Lakeshore West PORT CREDIT GO,ridership Lakeshore West ST. CATHARINES GO (VIA STATION),ridership Lakeshore West UNION STATION,ridership Lakeshore West WEST HARBOUR,ridership Lakeshore West WEST HARBOUR GO,ridership Milton LISGAR GO,ridership Milton MILTON GO,ridership Milton UNION STATION,ridership Richmond Hill BLOOMINGTON GO,ridership Richmond Hill GORMLEY GO,ridership Richmond Hill UNION STATION,ridership Stouffville MILLIKEN GO,ridership Stouffville MOUNT JOY GO,ridership Stouffville OLD ELM GO,ridership Stouffville STOUFFVILLE GO,ridership Stouffville UNION STATION,ridership Stouffville UNIONVILLE GO,total_train_trips Barrie ALLANDALE WATERFRONT GO,total_train_trips Barrie AURORA GO,total_train_trips Barrie BARRIE SOUTH GO,total_train_trips Barrie BRADFORD GO,total_train_trips Barrie KING CITY GO,total_train_trips Barrie MAPLE GO,total_train_trips Barrie RUTHERFORD GO,total_train_trips Barrie UNION STATION,total_train_trips Kitchener BRAMALEA GO,total_train_trips Kitchener GEORGETOWN GO,total_train_trips Kitchener GUELPH CENTRAL GO,total_train_trips Kitchener KITCHENER GO,total_train_trips Kitchener LONDON VIA,total_train_trips Kitchener MALTON GO,total_train_trips Kitchener MOUNT PLEASANT GO,total_train_trips Kitchener UNION STATION,total_train_trips Lakeshore East AJAX GO,total_train_trips Lakeshore East ALDERSHOT GO,total_train_trips Lakeshore East BURLINGTON GO,total_train_trips Lakeshore East DURHAM COLLEGE OSHAWA GO,total_train_trips Lakeshore East GUILDWOOD GO,total_train_trips Lakeshore East NIAGARA FALLS GO (VIA STATION),total_train_trips Lakeshore East OAKVILLE GO,total_train_trips Lakeshore East OSHAWA GO,total_train_trips Lakeshore East PICKERING GO,total_train_trips Lakeshore East PICKERING SOUTH,total_train_trips Lakeshore East UNION STATION,total_train_trips Lakeshore East WEST HARBOUR,total_train_trips Lakeshore East WHITBY GO,total_train_trips Lakeshore West ALDERSHOT GO,total_train_trips Lakeshore West APPLEBY GO,total_train_trips Lakeshore West BRONTE GO,total_train_trips Lakeshore West BURLINGTON GO,total_train_trips Lakeshore West CLARKSON GO,total_train_trips Lakeshore West EXHIBITION GO,total_train_trips Lakeshore West HAMILTON GO CENTRE,total_train_trips Lakeshore West MIMICO GO,total_train_trips Lakeshore West NIAGARA FALLS GO (VIA STATION),total_train_trips Lakeshore West OAKVILLE GO,total_train_trips Lakeshore West OSHAWA GO,total_train_trips Lakeshore West PICKERING SOUTH,total_train_trips Lakeshore West PORT CREDIT GO,total_train_trips Lakeshore West ST. CATHARINES GO (VIA STATION),total_train_trips Lakeshore West UNION STATION,total_train_trips Lakeshore West WEST HARBOUR,total_train_trips Lakeshore West WEST HARBOUR GO,total_train_trips Milton LISGAR GO,total_train_trips Milton MILTON GO,total_train_trips Milton UNION STATION,total_train_trips Richmond Hill BLOOMINGTON GO,total_train_trips Richmond Hill GORMLEY GO,total_train_trips Richmond Hill UNION STATION,total_train_trips Stouffville MILLIKEN GO,total_train_trips Stouffville MOUNT JOY GO,total_train_trips Stouffville OLD ELM GO,total_train_trips Stouffville STOUFFVILLE GO,total_train_trips Stouffville UNION STATION,total_train_trips Stouffville UNIONVILLE GO
2021-01-11,326.0,55.0,,72.0,,,,486.0,28.0,180.0,,328.0,,,160.0,652.0,,,,,,,,1769.0,,,1700.0,,,1186.0,,,,,,171.0,,,,,,,,1520.0,208.0,,,392.0,423.0,,99.0,106.0,,65.0,239.0,,308.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,11.0,5.0,,16.0,
2021-01-12,342.0,54.0,,64.0,,,,472.0,27.0,174.0,,319.0,,,155.0,660.0,,,,,,,,1768.0,,,1731.0,,,1119.0,,,,,,159.0,,,,,,,,1485.0,215.0,,,401.0,419.0,,118.0,123.0,,76.0,235.0,,318.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,11.0,5.0,,15.0,
2021-01-13,329.0,57.0,,65.0,,,,489.0,23.0,168.0,,297.0,,,171.0,659.0,,,,,,,,1783.0,,,1703.0,,,1213.0,,,,,,145.0,,,,,,,,1516.0,209.0,,,385.0,417.0,,107.0,104.0,,81.0,228.0,,318.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,11.0,5.0,,16.0,
2021-01-14,287.0,53.0,,58.0,,,,423.0,22.0,156.0,,273.0,,,146.0,603.0,,,,,,,,1536.0,,,1507.0,,,990.0,,,,,,155.0,,,,,,,,1292.0,189.0,,,345.0,379.0,,96.0,97.0,,63.0,214.0,,283.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,11.0,5.0,,16.0,
2021-01-15,244.0,52.0,,50.0,,,,383.0,20.0,128.0,,252.0,,,151.0,550.0,,,,,,,,1398.0,,,1372.0,,,984.0,,,,,,122.0,,,,,,,,1249.0,167.0,,,313.0,335.0,,76.0,81.0,,55.0,185.0,,248.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,11.0,5.0,,16.0,
2021-01-16,51.0,29.0,,16.0,,,,95.0,,,,,,,,,,,,,,,,393.0,,,392.0,,,463.0,,,,,,,,,,,,,,472.0,,,,,,,,,,49.0,17.0,,70.0,,5.0,8.0,,2.0,,,,13.0,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,12.0,3.0,,15.0,
2021-01-17,56.0,31.0,,8.0,,,,54.0,,,,,,,,,,,,,,,,364.0,,,316.0,,,393.0,,,,,,,,,,,,,,349.0,,,,,,,,,,34.0,8.0,,39.0,,5.0,8.0,,2.0,,,,13.0,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,12.0,3.0,,14.0,
2021-01-18,261.0,40.0,,54.0,,,,375.0,21.0,146.0,,271.0,,,125.0,545.0,,,,,,,,1530.0,,,1469.0,,,993.0,,,,,,141.0,,,,,,,,1286.0,170.0,,,337.0,355.0,,91.0,97.0,,58.0,194.0,,261.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,10.0,5.0,,15.0,
2021-01-19,287.0,51.0,,58.0,,,,414.0,23.0,161.0,,259.0,,,129.0,572.0,,,,,,,,1510.0,,,1495.0,,,1046.0,,,,,,134.0,,,,,,,,1322.0,171.0,,,350.0,368.0,,96.0,106.0,,58.0,200.0,,260.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,11.0,5.0,,16.0,
2021-01-20,268.0,36.0,,60.0,,,,387.0,26.0,161.0,,254.0,,,138.0,572.0,,,,,,,,1481.0,,,1435.0,,,998.0,,,,,,144.0,,,,,,,,1278.0,161.0,,,342.0,349.0,,94.0,98.0,,62.0,196.0,,262.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,4.0,,4.0,4.0,,10.0,5.0,,16.0,
2021-01-21,268.0,57.0,,56.0,,,,407.0,23.0,159.0,,261.0,,,141.0,575.0,,,,,,,,1556.0,,,1506.0,,,1033.0,,,,,,146.0,,,,,,,,1340.0,173.0,,,340.0,353.0,,103.0,104.0,,67.0,198.0,,260.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,11.0,5.0,,16.0,
2021-01-22,256.0,57.0,,47.0,,,,396.0,23.0,141.0,,247.0,,,155.0,566.0,,,,,,,,1433.0,,,1415.0,,,1079.0,,,,,,136.0,,,,,,,,1335.0,150.0,,,308.0,341.0,,78.0,88.0,,66.0,173.0,,240.0,,5.0,8.0,,1.0,,,,15.0,1.0,2.0,,4.0,,,10.0,18.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,8.0,5.0,,13.0,
2021-01-23,,,,,,,,,,,,,,,,,,,,,,,,403.0,,,418.0,,,493.0,,,,,,,,,,,,,,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,18.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-01-24,,,,,,,,,,,,,,,,,,,,,,,,354.0,,,337.0,,,465.0,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-01-25,282.0,39.0,,49.0,,,,372.0,23.0,164.0,,263.0,,,137.0,539.0,,,,,,,,1542.0,,,1463.0,,,1012.0,,,,,,148.0,,,,,,,,1329.0,176.0,,,338.0,362.0,,100.0,95.0,,36.0,187.0,,249.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-01-26,291.0,37.0,,60.0,,,,390.0,25.0,165.0,,266.0,,,134.0,537.0,,,,,,,,1559.0,,,1505.0,,,1031.0,,,,,,147.0,,,,,,,,1335.0,185.0,,,373.0,387.0,,98.0,104.0,,53.0,184.0,,259.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-01-27,290.0,38.0,,54.0,,,,376.0,23.0,159.0,,263.0,,,131.0,331.0,,,,,,,,1508.0,,,1472.0,,,1049.0,,,,,,140.0,,,,,,,,1290.0,145.0,,,322.0,358.0,,94.0,91.0,,52.0,182.0,,241.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,7.0,11.0,,,,,,,,33.0,,,33.0,,,29.0,,,,,,2.0,,,,,,,,33.0,2.0,,,3.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-01-28,253.0,43.0,,56.0,,,,366.0,22.0,161.0,,254.0,,,125.0,535.0,,,,,,,,1497.0,,,1476.0,,,1010.0,,,,,,155.0,,,,,,,,1347.0,180.0,,,355.0,363.0,,105.0,108.0,,48.0,184.0,,246.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-01-29,246.0,38.0,,49.0,,,,357.0,53.0,134.0,,216.0,,,147.0,536.0,,,,,,,,1434.0,,,1441.0,,,1105.0,,,,,,128.0,,,,,,,,1370.0,156.0,,,324.0,349.0,,80.0,88.0,,47.0,163.0,,225.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,2.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-01-30,,,,,,,,,,,,,,,,,,,,,,,,449.0,,,455.0,,,550.0,,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,390.0,,,352.0,,,479.0,,,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-01,282.0,39.0,,45.0,,,,362.0,31.0,168.0,,273.0,,,128.0,545.0,,,,,,,,1535.0,,,1494.0,,,1032.0,,,,,,147.0,,,,,,,,1339.0,176.0,,,335.0,351.0,,93.0,96.0,,38.0,179.0,,242.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-02,276.0,37.0,,47.0,,,,365.0,27.0,161.0,,261.0,,,134.0,549.0,,,,,,,,1570.0,,,1524.0,,,1052.0,,,,,,147.0,,,,,,,,1343.0,174.0,,,345.0,361.0,,99.0,101.0,,45.0,190.0,,253.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-03,268.0,36.0,,46.0,,,,364.0,26.0,160.0,,253.0,,,130.0,526.0,,,,,,,,1537.0,,,1489.0,,,1064.0,,,,,,147.0,,,,,,,,1370.0,163.0,,,348.0,381.0,,84.0,86.0,,51.0,186.0,,238.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-04,278.0,48.0,,50.0,,,,387.0,23.0,147.0,,272.0,,,119.0,544.0,,,,,,,,1602.0,,,1549.0,,,1106.0,,,,,,142.0,,,,,,,,1396.0,171.0,,,337.0,369.0,,98.0,97.0,,50.0,183.0,,238.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-05,258.0,45.0,,37.0,,,,375.0,27.0,131.0,,245.0,,,159.0,532.0,,,,,,,,1476.0,,,1447.0,,,1062.0,,,,,,141.0,,,,,,,,1396.0,161.0,,,318.0,343.0,,75.0,82.0,,47.0,167.0,,234.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,32.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-06,,,,,,,,,,,,,,,,,,,,,,,,464.0,,,460.0,,,549.0,,,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-07,,,,,,,,,,,,,,,,,,,,,,,,414.0,,,373.0,,,471.0,,,,,,,,,,,,,,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-08,273.0,48.0,,45.0,,,,350.0,20.0,147.0,,270.0,,,131.0,512.0,,,,,,,,1540.0,,,1473.0,,,1084.0,,,,,,151.0,,,,,,,,1326.0,170.0,,,343.0,370.0,,84.0,90.0,,44.0,178.0,,243.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-09,277.0,33.0,,52.0,,,,380.0,23.0,159.0,,274.0,,,129.0,554.0,,,,,,,,1580.0,,,1524.0,,,1099.0,,,,,,162.0,,,,,,,,1390.0,171.0,,,364.0,384.0,,99.0,107.0,,49.0,190.0,,245.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-10,265.0,43.0,,54.0,,,,358.0,28.0,164.0,,282.0,,,140.0,545.0,,,,,,,,1579.0,,,1523.0,,,1090.0,,,,,,153.0,,,,,,,,1384.0,179.0,,,361.0,388.0,,92.0,97.0,,54.0,197.0,,254.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-11,263.0,42.0,,54.0,,,,379.0,21.0,161.0,,276.0,,,132.0,544.0,,,,,,,,1576.0,,,1522.0,,,1093.0,,,,,,161.0,,,34.0,,,,,1448.0,174.0,,,361.0,395.0,,101.0,100.0,,44.0,189.0,,261.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,29.0,,,,,,2.0,,,0.0,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-12,241.0,48.0,,37.0,,,,376.0,22.0,131.0,,250.0,,,165.0,581.0,,,,,,,,1520.0,,,1471.0,,,1148.0,,,,,,130.0,,,,,,,,1459.0,132.0,,,313.0,340.0,,70.0,80.0,,49.0,152.0,,223.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-13,,,,,,,,,,,,,,,,,,,,,,,,537.0,,,549.0,,,637.0,,,,,,,,,,,,,,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-14,,,,,,,,,,,,,,,,,,,,,,,,473.0,,,447.0,,,546.0,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,566.0,,,515.0,,,653.0,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-16,279.0,42.0,,50.0,,,,373.0,26.0,131.0,,266.0,,,120.0,494.0,,,,,,,,1660.0,,,1622.0,,,1064.0,,,,,,157.0,,,,,,,,1349.0,168.0,,,349.0,358.0,,93.0,94.0,,49.0,201.0,,242.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-17,293.0,51.0,,51.0,,,,403.0,29.0,174.0,,296.0,,,162.0,609.0,,,,,,,,1739.0,,,1694.0,,,1233.0,,,,,,165.0,,,,,,,,1610.0,192.0,,,390.0,401.0,,96.0,97.0,,48.0,206.0,,262.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,32.0,,,32.0,,,29.0,,,,,,2.0,,,,,,,,33.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-18,305.0,43.0,,51.0,,,,414.0,27.0,171.0,,282.0,,,128.0,570.0,,,,,,,,1774.0,,,1729.0,,,1258.0,,,,,,170.0,,,,,,,,1609.0,204.0,,,399.0,426.0,,101.0,101.0,,52.0,207.0,,274.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,33.0,2.0,,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-19,245.0,55.0,,47.0,,,,413.0,27.0,139.0,,247.0,,,156.0,572.0,,,,,,,,1688.0,,,1684.0,,,1289.0,,,,,,165.0,,,,,,,,1638.0,,159.0,,358.0,382.0,,89.0,93.0,,59.0,165.0,,224.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,,2.0,,5.0,5.0,,4.0,4.0,,6.0,4.0,,8.0,
2021-02-20,,,,,,,,,,,,,,,,,,,,,,,,628.0,,,638.0,,,761.0,,,,,,,,,,,,,,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-21,,,,,,,,,,,,,,,,,,,,,,,,581.0,,,491.0,,,668.0,,,,,,,,,,,,,,599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,20.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-22,315.0,49.0,,49.0,,,,412.0,30.0,164.0,,281.0,,,138.0,539.0,,,,,,,,1723.0,,,1662.0,,,1173.0,,,,,,158.0,,,,,,,,1516.0,,225.0,,395.0,419.0,,87.0,97.0,,51.0,198.0,,249.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,,2.0,,5.0,5.0,,4.0,4.0,,6.0,4.0,,10.0,
2021-02-23,296.0,52.0,,53.0,,,,406.0,29.0,178.0,,290.0,,,126.0,572.0,,,,,,,,1733.0,,,1675.0,,,1265.0,,,,,,182.0,,,,,,,,1605.0,,200.0,,379.0,395.0,,103.0,109.0,,45.0,217.0,,266.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,31.0,,,32.0,,,30.0,,,,,,2.0,,,,,,,,34.0,,2.0,,5.0,5.0,,4.0,4.0,,5.0,4.0,,9.0,
2021-02-24,305.0,52.0,,55.0,,,,413.0,28.0,179.0,,297.0,,,140.0,597.0,,,,,,,,1776.0,,,1665.0,,,1276.0,,,,,,178.0,,,,,,,,1602.0,,196.0,,385.0,401.0,,94.0,100.0,,63.0,208.0,,276.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,,2.0,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-25,320.0,49.0,,51.0,,,,410.0,31.0,183.0,,282.0,,,149.0,613.0,,,,,,,,1722.0,,,1752.0,,,1305.0,,,,,,183.0,,,,,,,,1645.0,,185.0,,386.0,410.0,,106.0,107.0,,57.0,208.0,,284.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,,2.0,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-26,285.0,50.0,,51.0,,,,446.0,32.0,154.0,,277.0,,,184.0,624.0,,,,,,,,1772.0,,,1780.0,,,1404.0,,,,,,147.0,,,,,,,,1752.0,,175.0,,342.0,389.0,,84.0,88.0,,66.0,168.0,,242.0,,4.0,6.0,,1.0,,,,10.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,,2.0,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
2021-02-27,,,,,,,,,,,,,,,,,,,,,,,,655.0,,,670.0,,,827.0,,,,,,,,,,,,,,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-02-28,,,,,,,,,,,,,,,,,,,,,,,,602.0,,,518.0,,,722.0,,,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,19.0,,,19.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,
2021-03-01,303.0,33.0,,54.0,,,,407.0,28.0,173.0,,294.0,,,138.0,580.0,,,,,,,,1751.0,,,1691.0,,,1254.0,,,,,,182.0,,,,,,,,1596.0,,200.0,,383.0,400.0,,106.0,98.0,,41.0,201.0,,251.0,,4.0,4.0,,1.0,,,,8.0,1.0,2.0,,3.0,,,8.0,14.0,,,,,,,,33.0,,,33.0,,,30.0,,,,,,2.0,,,,,,,,34.0,,2.0,,5.0,5.0,,4.0,4.0,,7.0,4.0,,11.0,
