date,ridership Barrie ALLANDALE WATERFRONT GO,ridership Barrie AURORA GO,ridership Barrie BARRIE SOUTH GO,ridership Barrie BRADFORD GO,ridership Barrie KING CITY GO,ridership Barrie MAPLE GO,ridership Barrie RUTHERFORD GO,ridership Barrie UNION STATION,ridership Kitchener BRAMALEA GO,ridership Kitchener GEORGETOWN GO,ridership Kitchener GUELPH CENTRAL GO,ridership Kitchener KITCHENER GO,ridership Kitchener LONDON VIA,ridership Kitchener MALTON GO,ridership Kitchener MOUNT PLEASANT GO,ridership Kitchener UNION STATION,ridership Lakeshore East AJAX GO,ridership Lakeshore East ALDERSHOT GO,ridership Lakeshore East BURLINGTON GO,ridership Lakeshore East DURHAM COLLEGE OSHAWA GO,ridership Lakeshore East GUILDWOOD GO,ridership Lakeshore East NIAGARA FALLS GO (VIA STATION),ridership Lakeshore East OAKVILLE GO,ridership Lakeshore East OSHAWA GO,ridership Lakeshore East PICKERING GO,ridership Lakeshore East PICKERING SOUTH,ridership Lakeshore East UNION STATION,ridership Lakeshore East WEST HARBOUR,ridership Lakeshore East WHITBY GO,ridership Lakeshore West ALDERSHOT GO,ridership Lakeshore West APPLEBY GO,ridership Lakeshore West BRONTE GO,ridership Lakeshore West BURLINGTON GO,ridership Lakeshore West CLARKSON GO,ridership Lakeshore West EXHIBITION GO,ridership Lakeshore West HAMILTON GO CENTRE,ridership Lakeshore West MIMICO GO,ridership Lakeshore West NIAGARA FALLS GO (VIA STATION),ridership Lakeshore West OAKVILLE GO,ridership Lakeshore West OSHAWA GO,ridership Lakeshore West PICKERING SOUTH,ridership Lakeshore West PORT CREDIT GO,ridership Lakeshore West ST. CATHARINES GO (VIA STATION),ridership Lakeshore West UNION STATION,ridership Lakeshore West WEST HARBOUR,ridership Lakeshore West WEST HARBOUR GO,ridership Milton LISGAR GO,ridership Milton MILTON GO,ridership Milton UNION STATION,ridership Richmond Hill BLOOMINGTON GO,ridership Richmond Hill GORMLEY GO,ridership Richmond Hill UNION STATION,ridership Stouffville MILLIKEN GO,ridership Stouffville MOUNT JOY GO,ridership Stouffville OLD ELM GO,ridership Stouffville STOUFFVILLE GO,ridership Stouffville UNION STATION,ridership Stouffville UNIONVILLE GO,total_train_trips Barrie ALLANDALE WATERFRONT GO,total_train_trips Barrie AURORA GO,total_train_trips Barrie BARRIE SOUTH GO,total_train_trips Barrie BRADFORD GO,total_train_trips Barrie KING CITY GO,total_train_trips Barrie MAPLE GO,total_train_trips Barrie RUTHERFORD GO,total_train_trips Barrie UNION STATION,total_train_trips Kitchener BRAMALEA GO,total_train_trips Kitchener GEORGETOWN GO,total_train_trips Kitchener GUELPH CENTRAL GO,total_train_trips Kitchener KITCHENER GO,total_train_trips Kitchener LONDON VIA,total_train_trips Kitchener MALTON GO,total_train_trips Kitchener MOUNT PLEASANT GO,total_train_trips Kitchener UNION STATION,total_train_trips Lakeshore East AJAX GO,total_train_trips Lakeshore East ALDERSHOT GO,total_train_trips Lakeshore East BURLINGTON GO,total_train_trips Lakeshore East DURHAM COLLEGE OSHAWA GO,total_train_trips Lakeshore East GUILDWOOD GO,total_train_trips Lakeshore East NIAGARA FALLS GO (VIA STATION),total_train_trips Lakeshore East OAKVILLE GO,total_train_trips Lakeshore East OSHAWA GO,total_train_trips Lakeshore East PICKERING GO,total_train_trips Lakeshore East PICKERING SOUTH,total_train_trips Lakeshore East UNION STATION,total_train_trips Lakeshore East WEST HARBOUR,total_train_trips Lakeshore East WHITBY GO,total_train_trips Lakeshore West ALDERSHOT GO,total_train_trips Lakeshore West APPLEBY GO,total_train_trips Lakeshore West BRONTE GO,total_train_trips Lakeshore West BURLINGTON GO,total_train_trips Lakeshore West CLARKSON GO,total_train_trips Lakeshore West EXHIBITION GO,total_train_trips Lakeshore West HAMILTON GO CENTRE,total_train_trips Lakeshore West MIMICO GO,total_train_trips Lakeshore West NIAGARA FALLS GO (VIA STATION),total_train_trips Lakeshore West OAKVILLE GO,total_train_trips Lakeshore West OSHAWA GO,total_train_trips Lakeshore West PICKERING SOUTH,total_train_trips Lakeshore West PORT CREDIT GO,total_train_trips Lakeshore West ST. CATHARINES GO (VIA STATION),total_train_trips Lakeshore West UNION STATION,total_train_trips Lakeshore West WEST HARBOUR,total_train_trips Lakeshore West WEST HARBOUR GO,total_train_trips Milton LISGAR GO,total_train_trips Milton MILTON GO,total_train_trips Milton UNION STATION,total_train_trips Richmond Hill BLOOMINGTON GO,total_train_trips Richmond Hill GORMLEY GO,total_train_trips Richmond Hill UNION STATION,total_train_trips Stouffville MILLIKEN GO,total_train_trips Stouffville MOUNT JOY GO,total_train_trips Stouffville OLD ELM GO,total_train_trips Stouffville STOUFFVILLE GO,total_train_trips Stouffville UNION STATION,total_train_trips Stouffville UNIONVILLE GO
2019-08-21,5710.0,453.0,,879.0,,,,6955.0,718.0,1150.0,,4475.0,,,1550.0,7211.0,,,,,,,,16863.0,,918.0,17256.0,,,13484.0,625.0,,1297.0,,,3874.0,67.0,1045.0,3349.0,,,,,25448.0,728.0,,,9534.0,,,3720.0,3767.0,,277.0,5782.0,,5829.0,,7.0,8.0,,3.0,,,,18.0,2.0,2.0,,5.0,,,9.0,15.0,,,,,,,,60.0,,2.0,60.0,,,36.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,56.0,1.0,,,10.0,,,5.0,7.0,,5.0,9.0,,14.0,
2019-08-22,5471.0,636.0,,895.0,,,,6789.0,723.0,1137.0,,4399.0,,,1688.0,7008.0,,,,,,,,18189.0,,962.0,18413.0,,,15982.0,612.0,,1282.0,,,3876.0,95.0,1069.0,3738.0,,,,,25850.0,732.0,,,9113.0,8848.0,,3672.0,3606.0,,373.0,5704.0,,5709.0,,7.0,8.0,,3.0,,,,16.0,2.0,2.0,,5.0,,,9.0,15.0,,,,,,,,60.0,,2.0,63.0,,,31.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,54.0,1.0,,,10.0,10.0,,5.0,7.0,,5.0,9.0,,14.0,
2019-08-23,4482.0,681.0,,945.0,,,,6119.0,607.0,939.0,,3655.0,,,1759.0,6062.0,,,,,,,,18070.0,,910.0,17871.0,,,19084.0,586.0,,1025.0,,,3056.0,138.0,809.0,3487.0,,,,,26536.0,543.0,,,7583.0,7015.0,,2966.0,2840.0,,366.0,4889.0,,4886.0,,7.0,8.0,,3.0,,,,18.0,2.0,2.0,,5.0,,,9.0,15.0,,,,,,,,61.0,,2.0,62.0,,,37.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,56.0,1.0,,,10.0,10.0,,5.0,7.0,,5.0,9.0,,14.0,
2019-08-24,1357.0,950.0,,,,,,1814.0,,,,,,,,,,,,,,,,12578.0,,,11322.0,,,25587.0,,,,,825.0,,,1696.0,,,,,,24732.0,,,,,,,,,,,,,,,5.0,8.0,,,,,,12.0,,,,,,,,,,,,,,,,36.0,,,38.0,,,35.0,,,,,3.0,,,4.0,,,,,,40.0,,,,,,,,,,,,,,
2019-08-25,967.0,597.0,,,,,,1228.0,,,,,,,,,,,,,,,,7715.0,,,7089.0,,,13423.0,,,,,,,,1112.0,,,,,,13252.0,,,,,,,,,,,,,,,5.0,8.0,,,,,,12.0,,,,,,,,,,,,,,,,37.0,,,36.0,,,35.0,,,,,,,,4.0,,,,,,41.0,,,,,,,,,,,,,,
2019-08-26,5355.0,483.0,,975.0,,,,6656.0,708.0,1120.0,,4315.0,,,1658.0,6916.0,,,,,,,,17353.0,,875.0,17553.0,,,15956.0,574.0,,1218.0,,,3634.0,96.0,973.0,3488.0,,,,,25166.0,674.0,,,8918.0,8853.0,,3462.0,3550.0,,296.0,5463.0,,5582.0,,7.0,8.0,,3.0,,,,18.0,2.0,2.0,,5.0,,,9.0,15.0,,,,,,,,60.0,,2.0,63.0,,,36.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,56.0,1.0,,,10.0,10.0,,5.0,7.0,,5.0,9.0,,14.0,
2019-08-27,5609.0,444.0,,877.0,,,,6747.0,727.0,1192.0,,4455.0,,,1510.0,7029.0,,,,,,,,16759.0,,922.0,17036.0,,,12540.0,602.0,,1285.0,,,3846.0,66.0,1058.0,3333.0,,,,,22326.0,720.0,,,9466.0,9176.0,,3560.0,3639.0,,309.0,5528.0,,5624.0,,7.0,8.0,,3.0,,,,18.0,2.0,2.0,,5.0,,,9.0,15.0,,,,,,,,61.0,,2.0,63.0,,,35.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,56.0,1.0,,,10.0,10.0,,5.0,7.0,,5.0,9.0,,14.0,
2019-08-28,5416.0,625.0,,943.0,,,,6852.0,747.0,1168.0,,4377.0,,,1787.0,7009.0,,,,,,,,18961.0,,989.0,19026.0,,,18751.0,540.0,,1193.0,,,3769.0,128.0,1034.0,3456.0,,,,,27790.0,719.0,,,9255.0,8876.0,,3469.0,3464.0,,415.0,5621.0,,5663.0,,7.0,8.0,,3.0,,,,18.0,2.0,2.0,,5.0,,,9.0,15.0,,,,,,,,61.0,,2.0,62.0,,,35.0,1.0,,2.0,,,4.0,1.0,1.0,9.0,,,,,54.0,1.0,,,10.0,10.0,,5.0,7.0,,5.0,9.0,,14.0,
2019-08-29,5106.0,606.0,,911.0,,,,6477.0,740.0,1129.0,,4136.0,,,1659.0,6703.0,,,,,,,,18797.0,,940.0,18858.0,,,20238.0,522.0,,1151.0,,,3605.0,123.0,995.0,3548.0,,,,,28808.0,678.0,,,8821.0,8359.0,,3336.0,3399.0,,416.0,5413.0,,5331.0,,7.0,8.0,,3.0,,,,18.0,2.0,2.0,,5.0,,,9.0,15.0,,,,,,,,60.0,,2.0,63.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,55.0,1.0,,,10.0,10.0,,5.0,7.0,,5.0,9.0,,14.0,
2019-08-30,3710.0,758.0,,760.0,,,,5336.0,531.0,802.0,,3129.0,,,1755.0,5331.0,,,,,,,,16663.0,,727.0,16386.0,,,18310.0,372.0,,860.0,,,2488.0,102.0,662.0,3157.0,,,,,24334.0,444.0,,,6281.0,5526.0,,2429.0,2334.0,,464.0,4176.0,,4219.0,,7.0,8.0,,3.0,,,,18.0,2.0,2.0,,5.0,,,9.0,15.0,,,,,,,,61.0,,2.0,62.0,,,35.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,56.0,1.0,,,10.0,10.0,,5.0,7.0,,5.0,9.0,,14.0,
2019-08-31,1130.0,676.0,,,,,,1590.0,,123.0,,,,,,112.0,,,,,,,,10379.0,,,9658.0,,,19765.0,,,267.0,,948.0,,,1686.0,,,,,,20620.0,,,,91.0,86.0,,,,,,148.0,,113.0,,5.0,8.0,,,,,,12.0,,1.0,,,,,,1.0,,,,,,,,36.0,,,36.0,,,34.0,,,1.0,,3.0,,,4.0,,,,,,44.0,,,,1.0,1.0,,,,,,1.0,,1.0,
2019-09-01,1036.0,440.0,,,,,,1113.0,,102.0,,,,,,89.0,,,,,,,,7287.0,,,6764.0,,,13190.0,,,443.0,,642.0,,,1101.0,,,,,,13888.0,,,,73.0,55.0,,,,,,100.0,,60.0,,5.0,8.0,,,,,,12.0,,1.0,,,,,,1.0,,,,,,,,35.0,,,36.0,,,33.0,,,2.0,,3.0,,,4.0,,,,,,42.0,,,,1.0,1.0,,,,,,1.0,,1.0,
2019-09-02,793.0,485.0,,,,,,828.0,,76.0,,,,,,73.0,,,,,,,,6831.0,,,5984.0,,,11577.0,,,,,576.0,,,998.0,,,,,,11312.0,,,,59.0,45.0,,,,,,69.0,,68.0,,5.0,8.0,,,,,,12.0,,1.0,,,,,,1.0,,,,,,,,36.0,,,37.0,,,35.0,,,,,3.0,,,4.0,,,,,,43.0,,,,1.0,1.0,,,,,,1.0,,1.0,
2019-09-03,5410.0,508.0,,1194.0,,,,6746.0,790.0,1156.0,,5348.0,,,1296.0,7560.0,,,,,,,,15519.0,,921.0,15850.0,,,6140.0,,,507.0,,,3665.0,31.0,1256.0,5177.0,,,,,19176.0,3727.0,,,9271.0,9128.0,,3634.0,3740.0,,261.0,5657.0,,5685.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,19.0,,,,,,,,60.0,,2.0,63.0,,,29.0,,,1.0,,,4.0,1.0,1.0,11.0,,,,,52.0,3.0,,,10.0,10.0,,5.0,7.0,,7.0,9.0,,17.0,
2019-09-04,6497.0,520.0,,1088.0,,,,7863.0,863.0,1291.0,,5776.0,,,1252.0,8347.0,,,,,,,,16891.0,,1036.0,17449.0,,,8484.0,723.0,,1470.0,,,4451.0,34.0,1199.0,3363.0,,,,,22151.0,3399.0,,,10658.0,10297.0,,4117.0,4130.0,,286.0,6297.0,,6437.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,19.0,,,,,,,,62.0,,2.0,65.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,7.0,9.0,,17.0,
2019-09-05,6393.0,536.0,,1138.0,,,,7904.0,886.0,1274.0,,5911.0,,,1320.0,8464.0,,,,,,,,18430.0,,1039.0,18678.0,,,11312.0,712.0,,1503.0,,,4392.0,33.0,1195.0,3461.0,,,,,24575.0,3300.0,,,10613.0,10164.0,,4109.0,4138.0,,340.0,6432.0,,6481.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,33.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-06,5389.0,622.0,,1024.0,,,,6956.0,835.0,786.0,,4428.0,,,1323.0,7596.0,,,,,,,,18552.0,,1031.0,18430.0,,,14692.0,616.0,,1288.0,,,3746.0,27.0,953.0,3302.0,,,,,25016.0,2850.0,,,9128.0,8509.0,,3561.0,3495.0,,344.0,5622.0,,5686.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,63.0,,2.0,65.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,56.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-07,613.0,476.0,,,,,,943.0,,,,,,,,,,,,,,,,5029.0,,,4726.0,,,7619.0,,,,,,,,538.0,,,,,,7442.0,,,,,,,,,,,,,,,5.0,8.0,,,,,,12.0,,,,,,,,,,,,,,,,35.0,,,36.0,,,35.0,,,,,,,,4.0,,,,,,40.0,,,,,,,,,,,,,,
2019-09-08,358.0,292.0,,,,,,533.0,,,,,,,,,,,,,,,,3197.0,,,2792.0,,,4235.0,,,,,,,,378.0,,,,,,3957.0,,,,,,,,,,,,,,,5.0,8.0,,,,,,12.0,,,,,,,,,,,,,,,,36.0,,,36.0,,,35.0,,,,,,,,4.0,,,,,,40.0,,,,,,,,,,,,,,
2019-09-09,6547.0,482.0,,1177.0,,,,7906.0,1311.0,1254.0,,5177.0,,,1342.0,8229.0,,,,,,,,17131.0,,964.0,17449.0,,,8157.0,775.0,,1403.0,,,4462.0,26.0,1106.0,3427.0,,,,,21645.0,3310.0,,,10803.0,10327.0,,4195.0,4277.0,,316.0,6426.0,,6591.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,5.0,,,9.0,19.0,,,,,,,,62.0,,2.0,64.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-10,6640.0,529.0,,1164.0,,,,8141.0,880.0,1340.0,,6196.0,,,1319.0,8738.0,,,,,,,,18086.0,,1043.0,18517.0,,,9319.0,804.0,,1515.0,,,4467.0,41.0,1228.0,3428.0,,,,,23006.0,3401.0,,,10955.0,10460.0,,4169.0,4165.0,,294.0,6607.0,,6660.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-11,6537.0,536.0,,1140.0,,,,7981.0,863.0,1250.0,,5997.0,,,1340.0,8491.0,,,,,,,,17874.0,,1035.0,18221.0,,,9420.0,764.0,,1534.0,,,4305.0,37.0,1212.0,3396.0,,,,,22813.0,3307.0,,,10717.0,10181.0,,4177.0,4179.0,,314.0,6287.0,,6459.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,63.0,,,32.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,9.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-12,6385.0,581.0,,1287.0,,,,7987.0,913.0,1254.0,,6030.0,,,1340.0,8571.0,,,,,,,,18633.0,,1077.0,18992.0,,,11379.0,1271.0,,1444.0,,,4241.0,40.0,1155.0,2923.0,,,,,24317.0,3244.0,,,10656.0,10034.0,,4174.0,4185.0,,364.0,6371.0,,6460.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,10.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-13,5474.0,591.0,,1015.0,,,,7077.0,843.0,1141.0,,5230.0,,,1156.0,7679.0,,,,,,,,16925.0,,950.0,17023.0,,,10201.0,691.0,,1269.0,,,3589.0,39.0,960.0,3165.0,,,,,21327.0,2752.0,,,9047.0,8536.0,,3593.0,3552.0,,311.0,5529.0,,5848.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,35.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-14,736.0,518.0,,,,,,1086.0,,,,,,,,,,,,,,,,5630.0,,,5188.0,,,8417.0,,,,,,,,743.0,,,,,,8338.0,,,,,,,,,,,,,,,5.0,8.0,,,,,,12.0,,,,,,,,,,,,,,,,36.0,,,36.0,,,35.0,,,,,,,,4.0,,,,,,40.0,,,,,,,,,,,,,,
2019-09-15,665.0,378.0,,,,,,744.0,,,,,,,,,,,,,,,,4950.0,,,4421.0,,,8140.0,,,,,,,,521.0,,,,,,7477.0,,,,,,,,,,,,,,,5.0,8.0,,,,,,12.0,,,,,,,,,,,,,,,,36.0,,,36.0,,,35.0,,,,,,,,4.0,,,,,,40.0,,,,,,,,,,,,,,
2019-09-16,6568.0,481.0,,1212.0,,,,7994.0,916.0,1302.0,,5965.0,,,1227.0,8512.0,,,,,,,,16937.0,,960.0,17260.0,,,7863.0,1236.0,,1411.0,,,4366.0,25.0,1133.0,2717.0,,,,,21000.0,3157.0,,,10700.0,10350.0,,4252.0,4329.0,,255.0,6469.0,,6600.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,10.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,7.0,9.0,,17.0,
2019-09-17,6571.0,541.0,,1222.0,,,,8150.0,910.0,1339.0,,6191.0,,,1293.0,8774.0,,,,,,,,17556.0,,1068.0,18048.0,,,8207.0,751.0,,1527.0,,,4509.0,39.0,1207.0,3422.0,,,,,22032.0,3460.0,,,10957.0,10586.0,,4251.0,4271.0,,291.0,6564.0,,6658.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,33.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-18,6527.0,537.0,,1206.0,,,,8056.0,868.0,1337.0,,6008.0,,,1298.0,8630.0,,,,,,,,17524.0,,1023.0,17952.0,,,8455.0,760.0,,1489.0,,,4469.0,37.0,1141.0,3339.0,,,,,22017.0,3337.0,,,10772.0,10318.0,,4238.0,4168.0,,316.0,6433.0,,6577.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,33.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-19,6706.0,553.0,,1219.0,,,,8325.0,892.0,1271.0,,6097.0,,,1370.0,8637.0,,,,,,,,18145.0,,1101.0,18582.0,,,9975.0,731.0,,1543.0,,,4505.0,36.0,1235.0,3470.0,,,,,23517.0,3371.0,,,10903.0,10216.0,,4213.0,4110.0,,362.0,6534.0,,6645.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,56.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-20,5399.0,567.0,,1015.0,,,,7103.0,862.0,1110.0,,5200.0,,,1254.0,7658.0,,,,,,,,17164.0,,978.0,17328.0,,,11772.0,593.0,,1242.0,,,3551.0,47.0,928.0,3145.0,,,,,22450.0,2822.0,,,9027.0,8438.0,,3575.0,3456.0,,331.0,5513.0,,5708.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,33.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,6147.0,,,5426.0,,,9321.0,,,,,,,,633.0,,,,,,9081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,36.0,,,35.0,,,,,,,,4.0,,,,,,40.0,,,,,,,,,,,,,,
2019-09-22,,,,,,,,,,,,,,,,,,,,,,,,3895.0,,,3496.0,,,5284.0,,,,,,,,442.0,,,,,,4845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,36.0,,,34.0,,,,,,,,4.0,,,,,,38.0,,,,,,,,,,,,,,
2019-09-23,6168.0,561.0,,1166.0,,,,7824.0,886.0,1320.0,,6065.0,,,1264.0,8364.0,,,,,,,,17189.0,,998.0,17513.0,,,8330.0,758.0,,1442.0,,,4438.0,35.0,1130.0,3314.0,,,,,21698.0,3265.0,,,10627.0,10295.0,,4179.0,4169.0,,327.0,6233.0,,6419.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,7.0,,,9.0,18.0,,,,,,,,62.0,,2.0,65.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-24,5574.0,612.0,819.0,744.0,,,,7785.0,898.0,1306.0,,6112.0,,,1335.0,8564.0,,,,,,,,17842.0,,1088.0,18352.0,,,8730.0,737.0,,1507.0,,,4548.0,35.0,1259.0,3412.0,,,,,22667.0,3412.0,,,10952.0,10383.0,,4305.0,4292.0,,291.0,6518.0,,6643.0,,6.0,8.0,1.0,2.0,,,,18.0,4.0,2.0,,8.0,,,8.0,18.0,,,,,,,,62.0,,2.0,65.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,7.0,9.0,,16.0,
2019-09-25,6630.0,558.0,,1145.0,,,,8140.0,860.0,1302.0,,5990.0,,,1396.0,8670.0,,,,,,,,18983.0,,1134.0,19376.0,,,11955.0,747.0,,1501.0,,,4398.0,53.0,1129.0,3487.0,,,,,25103.0,3415.0,,,10849.0,10248.0,,4160.0,4171.0,,323.0,6413.0,,6560.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,7.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,33.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,7.0,9.0,,17.0,
2019-09-26,6399.0,522.0,,1240.0,,,,8007.0,921.0,1233.0,,5882.0,,,1401.0,8472.0,,,,,,,,17675.0,,974.0,17983.0,,,8866.0,761.0,,1462.0,,,4318.0,39.0,1086.0,3361.0,,,,,21919.0,3243.0,,,10708.0,10088.0,,4140.0,4149.0,,365.0,6328.0,,6475.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,33.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,55.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-27,5500.0,627.0,,1127.0,,,,7184.0,901.0,1102.0,,5286.0,,,1345.0,8010.0,,,,,,,,17844.0,,910.0,17698.0,,,11093.0,697.0,,1287.0,,,3652.0,36.0,907.0,3245.0,,,,,22232.0,2826.0,,,9016.0,8512.0,,3512.0,3495.0,,365.0,5669.0,,5807.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,35.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-09-28,1031.0,656.0,,,,,,1391.0,,,,,,,,,,,,,,,,8227.0,,,7369.0,,,12730.0,,,,,,,,871.0,,,,,,12006.0,,,,,,,,,,,,,,,5.0,8.0,,,,,,12.0,,,,,,,,,,,,,,,,36.0,,,36.0,,,35.0,,,,,,,,4.0,,,,,,38.0,,,,,,,,,,,,,,
2019-09-29,817.0,489.0,,,,,,1018.0,,,,,,,,,,,,,,,,4959.0,,,4742.0,,,7491.0,,,,,,,,711.0,,,,,,7241.0,,,,,,,,,,,,,,,5.0,8.0,,,,,,12.0,,,,,,,,,,,,,,,,36.0,,,36.0,,,36.0,,,,,,,,4.0,,,,,,40.0,,,,,,,,,,,,,,
2019-09-30,6438.0,497.0,,1160.0,,,,7797.0,909.0,1258.0,,5935.0,,,1264.0,8339.0,,,,,,,,16787.0,,1007.0,17176.0,,,7826.0,784.0,,1407.0,,,4416.0,35.0,1059.0,3348.0,,,,,21096.0,3244.0,,,10671.0,10245.0,,4128.0,4250.0,,294.0,6379.0,,6476.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,62.0,,2.0,65.0,,,33.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
2019-10-01,6561.0,489.0,,1169.0,,,,7973.0,938.0,1337.0,,5992.0,,,1265.0,8674.0,,,,,,,,17208.0,,1053.0,17696.0,,,7678.0,752.0,,1476.0,,,4473.0,33.0,1175.0,3324.0,,,,,21389.0,3385.0,,,10985.0,10490.0,,4287.0,4243.0,,282.0,6526.0,,6676.0,,7.0,8.0,,3.0,,,,18.0,4.0,2.0,,8.0,,,9.0,20.0,,,,,,,,61.0,,2.0,64.0,,,34.0,1.0,,2.0,,,4.0,1.0,1.0,11.0,,,,,57.0,3.0,,,10.0,10.0,,5.0,7.0,,8.0,9.0,,17.0,
