date,ridership Barrie,ridership Kitchener,ridership Lakeshore East,ridership Lakeshore West,ridership Milton,ridership Richmond Hill,ridership Stouffville,total_train_trips Barrie,total_train_trips Kitchener,total_train_trips Lakeshore East,total_train_trips Lakeshore West,total_train_trips Milton,total_train_trips Richmond Hill,total_train_trips Stouffville
2022-02-23,2281.0,3109.0,7736.0,8644.0,2081.0,556.0,1767.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-02-24,2202.0,2936.0,8206.0,9420.0,1995.0,546.0,1499.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-02-25,1864.0,2685.0,7262.0,8197.0,1531.0,385.0,1345.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-02-26,,,3923.0,5582.0,,,,,,38.0,38.0,,,
2022-02-27,,,3003.0,4174.0,,,,,,38.0,38.0,,,
2022-02-28,2687.0,3626.0,7886.0,8567.0,2302.0,440.0,1860.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-01,2892.0,3884.0,9245.0,10436.0,2741.0,744.0,2093.0,26.0,30.0,72.0,70.0,10.0,7.0,26.0
2022-03-02,2910.0,3808.0,9810.0,11415.0,2638.0,735.0,2122.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-03,2833.0,3781.0,9586.0,11094.0,2622.0,716.0,2033.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-04,2421.0,3675.0,9093.0,11018.0,2055.0,550.0,1859.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-05,,,6567.0,10936.0,,,,,,38.0,40.0,,,
2022-03-06,,,3493.0,4839.0,,,,,,38.0,38.0,,,
2022-03-07,2802.0,3624.0,8256.0,8995.0,2505.0,625.0,1985.0,26.0,30.0,71.0,70.0,10.0,7.0,26.0
2022-03-08,3165.0,4120.0,10386.0,12129.0,3026.0,828.0,2383.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-09,3315.0,4194.0,10303.0,12282.0,2878.0,861.0,2378.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-10,3112.0,4252.0,10670.0,12818.0,2856.0,791.0,2341.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-11,2625.0,3898.0,9828.0,12003.0,2173.0,479.0,1975.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-12,,,4506.0,6792.0,,,,,,38.0,38.0,,,
2022-03-13,,,3521.0,5646.0,,,,,,38.0,39.0,,,
2022-03-14,2973.0,3971.0,8945.0,10395.0,2432.0,643.0,2101.0,26.0,30.0,71.0,70.0,10.0,7.0,26.0
2022-03-15,3209.0,4184.0,10568.0,12210.0,2863.0,751.0,2368.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-16,3381.0,4395.0,10342.0,12248.0,2749.0,739.0,2584.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-17,3495.0,4807.0,11719.0,14909.0,2110.0,771.0,2607.0,26.0,30.0,72.0,69.0,10.0,7.0,26.0
2022-03-18,2868.0,4231.0,10539.0,13478.0,2011.0,521.0,2138.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-19,,,6971.0,11733.0,,,,,,38.0,39.0,,,
2022-03-20,,,4716.0,6806.0,,,,,,38.0,38.0,,,
2022-03-21,2926.0,4115.0,9116.0,10169.0,2686.0,755.0,2164.0,26.0,30.0,71.0,70.0,10.0,7.0,26.0
2022-03-22,3458.0,4597.0,10333.0,11783.0,3353.0,956.0,2452.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-23,3176.0,4267.0,10933.0,12683.0,3102.0,886.0,2414.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-24,3437.0,4589.0,11361.0,13469.0,3189.0,936.0,2519.0,26.0,30.0,71.0,70.0,10.0,7.0,26.0
2022-03-25,2683.0,3961.0,9706.0,12294.0,2209.0,593.0,2034.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-26,,,5675.0,8619.0,,,,,,38.0,38.0,,,
2022-03-27,,,6135.0,12289.0,,,,,,38.0,38.0,,,
2022-03-28,2996.0,4002.0,9484.0,11247.0,2825.0,782.0,2170.0,26.0,30.0,71.0,70.0,10.0,7.0,26.0
2022-03-29,3449.0,4665.0,10332.0,12043.0,3407.0,1073.0,2635.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-30,3433.0,4454.0,10899.0,13141.0,3349.0,1050.0,2605.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-03-31,3442.0,4656.0,11445.0,14150.0,3220.0,975.0,2610.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-04-01,2531.0,3720.0,9263.0,11076.0,2306.0,624.0,2034.0,26.0,30.0,71.0,69.0,10.0,7.0,26.0
2022-04-02,,,6543.0,10927.0,,,,,,74.0,72.0,,,
2022-04-03,,,4026.0,1681.0,,,,,,74.0,4.0,,,
2022-04-04,3202.0,4373.0,9873.0,11490.0,3227.0,956.0,2461.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-05,3693.0,4996.0,11911.0,14103.0,3812.0,1248.0,2961.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-06,3847.0,4906.0,12409.0,14816.0,3884.0,1205.0,2932.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-07,3484.0,4798.0,11608.0,14297.0,3605.0,1119.0,2706.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-08,2701.0,4148.0,13308.0,17092.0,2178.0,688.0,2181.0,24.0,30.0,83.0,81.0,10.0,7.0,26.0
2022-04-09,,,9636.0,14430.0,,,,,,74.0,73.0,,,
2022-04-10,,,5409.0,2696.0,,,,,,74.0,4.0,,,
2022-04-11,3032.0,4064.0,9528.0,10870.0,3164.0,987.0,2376.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-12,3706.0,4785.0,12284.0,14679.0,3735.0,1271.0,2722.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-13,3739.0,4609.0,11236.0,13621.0,3666.0,1191.0,2818.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-14,3353.0,4560.0,11584.0,14408.0,3109.0,944.0,2612.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-15,,,6697.0,9839.0,,,,,,74.0,74.0,,,
2022-04-16,,,8454.0,13858.0,,,,,,74.0,74.0,,,
2022-04-17,,,6735.0,10010.0,,,,,,75.0,74.0,,,
2022-04-18,2185.0,2984.0,7358.0,9074.0,1978.0,671.0,1697.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-19,3346.0,4396.0,11407.0,14050.0,3514.0,1025.0,2594.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-20,3479.0,4414.0,11772.0,14822.0,3556.0,1191.0,2747.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-21,3184.0,4172.0,10344.0,12771.0,3403.0,1109.0,2462.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-22,2483.0,3839.0,9367.0,12196.0,2320.0,677.0,2070.0,24.0,30.0,76.0,81.0,10.0,7.0,26.0
2022-04-23,,,,9108.0,,,,,,,74.0,,,
2022-04-24,,,,7507.0,,,,,,,74.0,,,
2022-04-25,2791.0,4016.0,10452.0,12877.0,3061.0,931.0,2222.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-26,3646.0,4633.0,13001.0,17233.0,3830.0,1109.0,2806.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-27,3657.0,4628.0,12417.0,15910.0,3756.0,1219.0,2828.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-28,3776.0,4779.0,13432.0,17752.0,3711.0,1212.0,2835.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-29,2688.0,3927.0,13011.0,18282.0,2389.0,684.0,2165.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-04-30,,,10595.0,18552.0,,,,,,74.0,75.0,,,
2022-05-01,,,7335.0,12207.0,,,,,,75.0,75.0,,,
2022-05-02,3147.0,4233.0,11519.0,15706.0,2972.0,1107.0,2414.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-03,3844.0,4845.0,13233.0,17558.0,3936.0,1352.0,2876.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-04,3987.0,5036.0,15156.0,19836.0,4096.0,1345.0,3176.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-05,3908.0,5095.0,12535.0,16376.0,4121.0,1372.0,3143.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-06,2886.0,4145.0,11284.0,13960.0,2541.0,803.0,2400.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-07,,,7346.0,10840.0,,,,,,74.0,74.0,,,
2022-05-08,,,5906.0,8761.0,,,,,,74.0,74.0,,,
2022-05-09,3407.0,4504.0,10621.0,13183.0,3379.0,1169.0,2607.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-10,4227.0,5559.0,13815.0,17712.0,4447.0,1529.0,3285.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-11,4240.0,5559.0,13332.0,16787.0,4549.0,1489.0,3309.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-12,4016.0,5446.0,13389.0,16831.0,4234.0,1459.0,3203.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-13,2748.0,4267.0,11442.0,15633.0,2472.0,783.0,2185.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-14,,,10836.0,18863.0,,,,,,74.0,74.0,,,
2022-05-15,,,6380.0,9293.0,,,,,,74.0,75.0,,,
2022-05-16,2928.0,4717.0,12447.0,15279.0,3660.0,1308.0,2681.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-17,4573.0,5842.0,14692.0,18240.0,4845.0,1707.0,3520.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-18,4645.0,5832.0,15364.0,20184.0,4881.0,1708.0,3687.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-19,4238.0,5628.0,13042.0,16707.0,4425.0,1525.0,3301.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-20,2825.0,4214.0,12236.0,15716.0,2253.0,685.0,2159.0,24.0,30.0,82.0,81.0,10.0,7.0,26.0
2022-05-21,1764.0,,8319.0,16269.0,,,,30.0,,74.0,80.0,,,
2022-05-22,2101.0,,7986.0,15942.0,,,,30.0,,74.0,80.0,,,
2022-05-23,1406.0,,5251.0,8760.0,,,,30.0,,74.0,80.0,,,
2022-05-24,4432.0,5791.0,12955.0,16542.0,4543.0,1141.0,3451.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-05-25,4913.0,6230.0,14049.0,17446.0,4967.0,1728.0,3824.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-05-26,4725.0,6120.0,13345.0,17227.0,4689.0,1637.0,3685.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-05-27,3148.0,4579.0,10617.0,13487.0,2682.0,834.0,2430.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-05-28,1877.0,,8744.0,16274.0,,,1635.0,30.0,,74.0,80.0,,,30.0
2022-05-29,1561.0,,5983.0,11516.0,,,1145.0,30.0,,74.0,80.0,,,30.0
2022-05-30,3725.0,5130.0,12490.0,16610.0,3877.0,1303.0,2974.0,30.0,33.0,82.0,82.0,10.0,7.0,33.0
2022-05-31,4826.0,6315.0,15524.0,19672.0,5191.0,1821.0,3911.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-01,5201.0,4897.0,15410.0,19491.0,5200.0,1775.0,4108.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-02,5129.0,6455.0,16115.0,21469.0,4776.0,1602.0,3982.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-03,3343.0,5200.0,14427.0,20877.0,2706.0,803.0,2794.0,30.0,33.0,82.0,82.0,10.0,7.0,33.0
2022-06-04,,,11703.0,19833.0,,,1874.0,,,74.0,45.0,,,30.0
2022-06-05,,,9506.0,17843.0,,,1732.0,,,75.0,45.0,,,30.0
2022-06-06,3938.0,5288.0,11468.0,14560.0,3843.0,1321.0,3142.0,30.0,33.0,82.0,82.0,10.0,7.0,33.0
2022-06-07,4924.0,6482.0,13538.0,18886.0,5145.0,1767.0,4047.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-08,5562.0,7088.0,15528.0,20339.0,5638.0,1802.0,4578.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-09,5195.0,6739.0,15487.0,21223.0,5259.0,1743.0,4187.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-10,3422.0,5164.0,12599.0,16960.0,2844.0,846.0,2586.0,30.0,33.0,82.0,82.0,10.0,7.0,25.0
2022-06-11,2414.0,,9625.0,18393.0,,,,30.0,,74.0,80.0,,,
2022-06-12,1576.0,,6978.0,13306.0,,,,30.0,,72.0,81.0,,,
2022-06-13,4534.0,5872.0,13811.0,17928.0,4260.0,1418.0,3397.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-14,5706.0,7462.0,16971.0,22878.0,5759.0,2013.0,4476.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-15,5819.0,7420.0,16924.0,22316.0,5881.0,2121.0,4485.0,30.0,33.0,81.0,80.0,10.0,7.0,33.0
2022-06-16,5675.0,7574.0,17672.0,24927.0,3813.0,1951.0,4461.0,28.0,33.0,82.0,81.0,8.0,7.0,31.0
2022-06-17,3686.0,5727.0,15341.0,20243.0,3028.0,864.0,2979.0,29.0,33.0,82.0,78.0,10.0,7.0,33.0
2022-06-18,3118.0,,13515.0,26161.0,,,2098.0,30.0,,73.0,79.0,,,30.0
2022-06-19,2638.0,,10422.0,18789.0,,,1708.0,30.0,,75.0,81.0,,,30.0
2022-06-20,4284.0,5860.0,12624.0,15729.0,4197.0,1346.0,3302.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-21,5472.0,7234.0,15579.0,20941.0,5858.0,1882.0,4541.0,28.0,33.0,80.0,80.0,10.0,7.0,31.0
2022-06-22,5898.0,7205.0,17745.0,26264.0,5911.0,2058.0,4747.0,28.0,33.0,79.0,81.0,10.0,7.0,31.0
2022-06-23,5617.0,7615.0,16065.0,22455.0,5597.0,1953.0,4728.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-24,3665.0,5525.0,13842.0,20362.0,2827.0,851.0,3009.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-25,2749.0,,13298.0,27960.0,,,2264.0,30.0,,73.0,79.0,,,30.0
2022-06-26,2592.0,,11376.0,22687.0,,,1914.0,30.0,,75.0,80.0,,,30.0
2022-06-27,4616.0,5883.0,14159.0,17748.0,4212.0,1400.0,3507.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-28,5939.0,7496.0,17534.0,23097.0,5927.0,2079.0,4783.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-29,5768.0,7175.0,18983.0,28247.0,5494.0,1957.0,4642.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-06-30,4482.0,6282.0,15762.0,21113.0,3502.0,1196.0,3341.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-07-01,2944.0,,12340.0,21477.0,,,2047.0,30.0,,74.0,80.0,,,30.0
2022-07-02,3562.0,,16731.0,33230.0,,,2661.0,30.0,,74.0,80.0,,,30.0
2022-07-03,2696.0,,9490.0,17349.0,,,1637.0,30.0,,75.0,81.0,,,30.0
2022-07-04,3846.0,5222.0,12102.0,15271.0,3390.0,1117.0,2983.0,30.0,33.0,81.0,80.0,10.0,7.0,33.0
2022-07-05,5058.0,6371.0,14309.0,19122.0,5024.0,1741.0,3958.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-07-06,5417.0,6875.0,16727.0,22350.0,5358.0,1810.0,4403.0,30.0,33.0,81.0,80.0,10.0,7.0,33.0
2022-07-07,5034.0,6681.0,14385.0,18705.0,4876.0,1747.0,4141.0,30.0,33.0,81.0,80.0,10.0,7.0,33.0
2022-07-08,3741.0,5460.0,14090.0,20706.0,2752.0,854.0,3234.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-07-09,2852.0,,12914.0,27809.0,,,2437.0,30.0,,73.0,80.0,,,30.0
2022-07-10,2031.0,,7834.0,13870.0,,,1525.0,30.0,,75.0,80.0,,,30.0
2022-07-11,4287.0,5568.0,12663.0,16015.0,4096.0,1355.0,3257.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-07-12,5611.0,7076.0,16324.0,20678.0,5575.0,1912.0,4330.0,30.0,33.0,82.0,82.0,10.0,7.0,33.0
2022-07-13,5599.0,6964.0,17117.0,21447.0,5520.0,1901.0,4445.0,30.0,33.0,82.0,80.0,10.0,7.0,33.0
2022-07-14,5399.0,6928.0,16668.0,23029.0,5011.0,1730.0,4170.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-07-15,3577.0,5557.0,14595.0,22637.0,2573.0,719.0,2859.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-07-16,3449.0,,13773.0,27969.0,,,2283.0,28.0,,68.0,73.0,,,26.0
2022-07-17,2945.0,,12359.0,27635.0,,,1783.0,30.0,,74.0,80.0,,,29.0
2022-07-18,3846.0,4672.0,11273.0,14226.0,3783.0,1236.0,3015.0,30.0,28.0,82.0,80.0,10.0,7.0,33.0
2022-07-19,5394.0,6982.0,15356.0,19958.0,5483.0,1857.0,4265.0,28.0,32.0,80.0,79.0,10.0,7.0,31.0
2022-07-20,5583.0,7242.0,16254.0,22559.0,5549.0,1956.0,4524.0,30.0,33.0,80.0,78.0,10.0,7.0,33.0
2022-07-21,5292.0,6946.0,15732.0,20091.0,5021.0,1561.0,4081.0,30.0,33.0,80.0,78.0,10.0,6.0,31.0
2022-07-22,2876.0,5258.0,12457.0,16757.0,2582.0,746.0,2660.0,25.0,33.0,76.0,78.0,10.0,6.0,30.0
2022-07-23,2811.0,,12231.0,24530.0,,,2054.0,26.0,,62.0,80.0,,,26.0
2022-07-24,1817.0,,6294.0,11091.0,,,1217.0,30.0,,64.0,80.0,,,30.0
2022-07-25,4081.0,5646.0,12143.0,15002.0,3918.0,1216.0,3259.0,30.0,33.0,82.0,80.0,10.0,7.0,33.0
2022-07-26,5362.0,7182.0,18095.0,24265.0,5348.0,1832.0,4462.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-07-27,5871.0,7325.0,19019.0,26409.0,5393.0,1899.0,4729.0,30.0,33.0,82.0,81.0,10.0,7.0,33.0
2022-07-28,5201.0,6730.0,16361.0,21656.0,4660.0,1681.0,4159.0,30.0,33.0,82.0,80.0,10.0,7.0,33.0
2022-07-29,3713.0,5320.0,13750.0,18942.0,2176.0,637.0,2702.0,30.0,33.0,82.0,81.0,10.0,7.0,31.0
2022-07-30,4211.0,2342.0,19033.0,38618.0,,,2282.0,30.0,14.0,74.0,101.0,,,18.0
2022-07-31,3643.0,,12352.0,22495.0,,,1998.0,30.0,,74.0,80.0,,,30.0
2022-08-01,1871.0,,6304.0,9435.0,,,1384.0,30.0,,75.0,80.0,,,30.0
2022-08-02,5002.0,6381.0,14344.0,18705.0,4724.0,1683.0,3786.0,30.0,31.0,82.0,79.0,10.0,7.0,31.0
2022-08-03,5354.0,6701.0,15293.0,19332.0,5048.0,1698.0,4328.0,30.0,33.0,82.0,80.0,10.0,6.0,33.0
2022-08-04,4884.0,6326.0,13891.0,17292.0,4792.0,1523.0,3825.0,30.0,33.0,78.0,77.0,10.0,6.0,31.0
2022-08-05,3414.0,5028.0,11651.0,14959.0,2472.0,669.0,2650.0,30.0,32.0,76.0,76.0,10.0,6.0,31.0
2022-08-06,2816.0,,11981.0,23684.0,,,2222.0,30.0,,64.0,74.0,,,28.0
2022-08-07,2055.0,,7700.0,14025.0,,,1317.0,30.0,,72.0,80.0,,,28.0
2022-08-08,4359.0,5359.0,14798.0,18809.0,3836.0,1201.0,3160.0,30.0,31.0,78.0,75.0,10.0,6.0,33.0
2022-08-09,5445.0,6809.0,15537.0,19389.0,5437.0,1779.0,4382.0,30.0,31.0,81.0,81.0,10.0,6.0,33.0
2022-08-10,5832.0,7184.0,16353.0,20972.0,5780.0,1916.0,4641.0,30.0,31.0,82.0,79.0,10.0,6.0,33.0
2022-08-11,5262.0,6541.0,15250.0,19736.0,4836.0,1590.0,4473.0,30.0,31.0,82.0,80.0,10.0,6.0,33.0
2022-08-12,3632.0,5340.0,14931.0,21281.0,1437.0,661.0,3065.0,30.0,31.0,82.0,80.0,6.0,6.0,33.0
2022-08-13,3695.0,,16533.0,33808.0,,,2502.0,22.0,,74.0,80.0,,,20.0
2022-08-14,2911.0,,11595.0,20487.0,,,1765.0,22.0,,75.0,81.0,,,20.0
2022-08-15,4527.0,5664.0,14888.0,20239.0,3971.0,1233.0,3568.0,30.0,31.0,77.0,74.0,10.0,6.0,33.0
2022-08-16,5923.0,7258.0,20083.0,27976.0,5636.0,1807.0,4867.0,30.0,31.0,82.0,78.0,10.0,6.0,33.0
2022-08-17,6279.0,7390.0,20480.0,31136.0,5787.0,1919.0,5079.0,30.0,31.0,82.0,78.0,10.0,6.0,33.0
2022-08-18,5320.0,6833.0,16086.0,21403.0,5104.0,1732.0,4330.0,30.0,31.0,82.0,78.0,10.0,6.0,33.0
2022-08-19,3702.0,5647.0,16872.0,28508.0,2730.0,696.0,3299.0,30.0,31.0,81.0,78.0,9.0,6.0,33.0
2022-08-20,3257.0,,17087.0,38515.0,,,2514.0,22.0,,72.0,80.0,,,20.0
2022-08-21,2502.0,,11928.0,25344.0,,,1538.0,22.0,,74.0,80.0,,,20.0
2022-08-22,4079.0,5562.0,15533.0,24826.0,3799.0,1169.0,3343.0,30.0,33.0,80.0,80.0,10.0,6.0,33.0
2022-08-23,5902.0,7438.0,19683.0,30179.0,5555.0,1846.0,4843.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-08-24,6123.0,7680.0,21557.0,34773.0,5665.0,1864.0,5165.0,30.0,33.0,82.0,80.0,10.0,6.0,33.0
2022-08-25,5599.0,7182.0,18071.0,27347.0,5083.0,917.0,4795.0,30.0,33.0,82.0,80.0,10.0,4.0,33.0
2022-08-26,4439.0,6044.0,19814.0,36220.0,2681.0,450.0,3291.0,30.0,31.0,80.0,77.0,10.0,4.0,31.0
2022-08-27,4962.0,,25046.0,57369.0,,,3456.0,22.0,,74.0,80.0,,,20.0
2022-08-28,4045.0,,19147.0,42325.0,,,2702.0,20.0,,75.0,81.0,,,20.0
2022-08-29,4505.0,6427.0,17399.0,27668.0,3935.0,1172.0,3274.0,29.0,33.0,82.0,78.0,10.0,6.0,29.0
2022-08-30,5489.0,7256.0,19952.0,29889.0,4887.0,1589.0,4520.0,35.0,32.0,90.0,112.0,10.0,6.0,34.0
2022-08-31,6293.0,7960.0,24339.0,43217.0,5161.0,1633.0,5218.0,30.0,33.0,82.0,78.0,10.0,6.0,33.0
2022-09-01,5383.0,7429.0,21439.0,37375.0,4529.0,1445.0,4774.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-02,3846.0,5861.0,17069.0,30544.0,2162.0,564.0,3214.0,30.0,31.0,82.0,80.0,10.0,6.0,32.0
2022-09-03,3089.0,,18070.0,43725.0,,,2932.0,22.0,,74.0,80.0,,,20.0
2022-09-04,2893.0,,16550.0,43037.0,,,2239.0,22.0,,74.0,80.0,,,20.0
2022-09-05,2241.0,,11618.0,24429.0,,,1689.0,22.0,,74.0,80.0,,,20.0
2022-09-06,6736.0,9110.0,16714.0,21987.0,5704.0,1819.0,5141.0,30.0,33.0,82.0,78.0,10.0,6.0,33.0
2022-09-07,6910.0,9824.0,20052.0,27636.0,6707.0,1870.0,5383.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-08,7456.0,10446.0,22159.0,29683.0,6670.0,2083.0,5809.0,30.0,33.0,82.0,78.0,10.0,6.0,33.0
2022-09-09,4962.0,8376.0,17026.0,25669.0,3902.0,975.0,4039.0,28.0,33.0,80.0,75.0,10.0,6.0,33.0
2022-09-10,,,11018.0,23327.0,,,2097.0,,,75.0,81.0,,,30.0
2022-09-11,,,7866.0,16480.0,,,1468.0,,,74.0,80.0,,,30.0
2022-09-12,6518.0,9413.0,16633.0,20221.0,5552.0,1570.0,4842.0,30.0,33.0,82.0,78.0,10.0,6.0,33.0
2022-09-13,8355.0,11390.0,22023.0,27500.0,7708.0,2322.0,6384.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-14,8195.0,11421.0,21599.0,27447.0,7664.0,2347.0,6582.0,30.0,33.0,80.0,79.0,10.0,6.0,33.0
2022-09-15,7973.0,11170.0,20782.0,26830.0,7308.0,2129.0,6156.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-16,5076.0,8687.0,16729.0,22319.0,3931.0,923.0,4089.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-17,2673.0,,14422.0,27787.0,,,1875.0,20.0,,74.0,80.0,,,19.0
2022-09-18,2335.0,,9783.0,17819.0,,,1201.0,22.0,,72.0,80.0,,,20.0
2022-09-19,6149.0,8874.0,14975.0,18096.0,5306.0,1566.0,4631.0,30.0,33.0,81.0,78.0,10.0,6.0,33.0
2022-09-20,8181.0,11258.0,20502.0,25418.0,7891.0,2420.0,6389.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-21,8112.0,10935.0,20231.0,25178.0,7773.0,2339.0,6394.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-22,7794.0,11180.0,21310.0,29236.0,7225.0,2238.0,6457.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-23,5089.0,8598.0,16519.0,25375.0,3815.0,953.0,4503.0,30.0,33.0,78.0,78.0,10.0,6.0,33.0
2022-09-24,2520.0,,,18735.0,,,,30.0,,,80.0,,,
2022-09-25,1593.0,,,9479.0,,,,30.0,,,81.0,,,
2022-09-26,6154.0,8852.0,16061.0,20369.0,5337.0,1589.0,4425.0,30.0,33.0,83.0,76.0,10.0,6.0,25.0
2022-09-27,7769.0,11025.0,20993.0,26758.0,7564.0,2292.0,5797.0,30.0,33.0,82.0,78.0,10.0,6.0,25.0
2022-09-28,8293.0,11352.0,21979.0,29538.0,7592.0,2353.0,6469.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-09-29,7432.0,10577.0,18776.0,23897.0,6814.0,2014.0,5593.0,30.0,33.0,82.0,78.0,10.0,6.0,25.0
2022-09-30,4430.0,7530.0,16639.0,25419.0,3080.0,680.0,3273.0,28.0,33.0,81.0,79.0,10.0,6.0,25.0
2022-10-01,3282.0,,15294.0,28210.0,,,2519.0,22.0,,74.0,81.0,,,20.0
2022-10-02,2932.0,,11914.0,21328.0,,,1886.0,22.0,,74.0,82.0,,,20.0
2022-10-03,6244.0,8693.0,15599.0,18992.0,5558.0,1673.0,4737.0,30.0,33.0,82.0,80.0,10.0,6.0,33.0
2022-10-04,7784.0,10774.0,19133.0,23394.0,7759.0,2393.0,6263.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
2022-10-05,7813.0,11025.0,20765.0,26617.0,7726.0,2407.0,6576.0,30.0,33.0,82.0,79.0,10.0,6.0,33.0
