date,ridership Barrie,ridership Kitchener,ridership Lakeshore East,ridership Lakeshore West,ridership Milton,ridership Richmond Hill,ridership Stouffville,total_train_trips Barrie,total_train_trips Kitchener,total_train_trips Lakeshore East,total_train_trips Lakeshore West,total_train_trips Milton,total_train_trips Richmond Hill,total_train_trips Stouffville
2022-10-06,7733.0,10707.0,19303.0,25051.0,7242.0,2278.0,6087.0,30.0,33.0,82.0,78.0,10.0,6.0,33.0
2022-10-07,5459.0,8764.0,17304.0,23328.0,3291.0,833.0,4003.0,30.0,33.0,82.0,78.0,10.0,6.0,33.0
2022-10-08,3054.0,,11658.0,25524.0,,,1806.0,20.0,,74.0,81.0,,,20.0
2022-10-09,2215.0,,7570.0,14038.0,,,1332.0,21.0,,74.0,80.0,,,19.0
2022-10-10,1744.0,,5559.0,9397.0,,,979.0,22.0,,74.0,80.0,,,20.0
2022-10-11,6866.0,9726.0,18440.0,23016.0,6720.0,2339.0,5359.0,32.0,33.0,82.0,80.0,10.0,7.0,31.0
2022-10-12,7265.0,9910.0,20082.0,26129.0,7283.0,2557.0,6199.0,32.0,33.0,82.0,80.0,10.0,7.0,33.0
2022-10-13,6790.0,9466.0,18591.0,25387.0,6577.0,2257.0,5480.0,32.0,33.0,82.0,80.0,10.0,7.0,33.0
2022-10-14,4080.0,6949.0,13265.0,17473.0,3406.0,976.0,3392.0,32.0,33.0,82.0,80.0,10.0,7.0,33.0
2022-10-15,1883.0,0.0,7614.0,12460.0,,,1603.0,25.0,1.0,78.0,47.0,,,30.0
2022-10-16,1735.0,,6194.0,10331.0,,,783.0,30.0,,75.0,42.0,,,18.0
2022-10-17,6249.0,9023.0,15903.0,19937.0,5556.0,1726.0,4744.0,32.0,33.0,82.0,80.0,12.0,7.0,33.0
2022-10-18,8140.0,10989.0,19496.0,23729.0,7903.0,2586.0,6171.0,32.0,33.0,82.0,79.0,12.0,7.0,33.0
2022-10-19,8038.0,10952.0,20521.0,26372.0,7852.0,2556.0,6439.0,32.0,33.0,82.0,79.0,12.0,7.0,33.0
2022-10-20,7703.0,10557.0,19402.0,25575.0,7083.0,2261.0,6013.0,32.0,33.0,82.0,80.0,12.0,7.0,33.0
2022-10-21,4829.0,7857.0,14061.0,18513.0,3731.0,987.0,3907.0,32.0,31.0,81.0,78.0,12.0,7.0,33.0
2022-10-22,2457.0,,8267.0,14552.0,,,1909.0,30.0,,74.0,77.0,,,30.0
2022-10-23,1932.0,,5106.0,,,,1223.0,30.0,,74.0,,,,30.0
2022-10-24,6015.0,7586.0,15118.0,18877.0,4935.0,1645.0,4449.0,32.0,33.0,82.0,79.0,12.0,7.0,33.0
2022-10-25,7959.0,9587.0,19123.0,23704.0,7677.0,2555.0,6194.0,32.0,33.0,82.0,79.0,12.0,7.0,33.0
2022-10-26,8132.0,9971.0,19926.0,25548.0,7730.0,2556.0,6418.0,32.0,33.0,82.0,79.0,12.0,7.0,33.0
2022-10-27,7701.0,10063.0,18746.0,24491.0,7321.0,2406.0,6197.0,32.0,33.0,82.0,80.0,12.0,7.0,33.0
2022-10-28,4753.0,7252.0,14509.0,19192.0,3691.0,1001.0,3704.0,32.0,33.0,82.0,80.0,12.0,7.0,33.0
2022-10-29,2032.0,,8817.0,15292.0,,,1825.0,29.0,,74.0,40.0,,,30.0
2022-10-30,1347.0,,5405.0,8070.0,,,1119.0,29.0,,74.0,42.0,,,30.0
2022-10-31,5678.0,8279.0,14539.0,17757.0,5084.0,1552.0,4460.0,32.0,33.0,82.0,83.0,12.0,7.0,33.0
2022-11-01,8070.0,10425.0,18686.0,23169.0,7753.0,2557.0,6107.0,32.0,32.0,82.0,84.0,12.0,7.0,33.0
2022-11-02,8776.0,11376.0,21077.0,27554.0,8503.0,2792.0,6850.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-03,7863.0,10361.0,18392.0,23955.0,7193.0,2356.0,5997.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-04,4858.0,7835.0,13917.0,18806.0,3638.0,952.0,3827.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-05,2789.0,,8981.0,16864.0,,,2014.0,30.0,,74.0,77.0,,,30.0
2022-11-06,2018.0,,5953.0,3034.0,,,1487.0,30.0,,67.0,22.0,,,30.0
2022-11-07,5752.0,8381.0,14754.0,19862.0,5234.0,1530.0,4020.0,32.0,33.0,82.0,81.0,12.0,7.0,33.0
2022-11-08,7733.0,10664.0,19857.0,26434.0,8073.0,2398.0,5801.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-09,7637.0,11054.0,19797.0,26721.0,7932.0,2502.0,6067.0,30.0,33.0,81.0,83.0,12.0,7.0,32.0
2022-11-10,7196.0,10348.0,18826.0,26212.0,7030.0,2142.0,5544.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-11,3846.0,7765.0,12888.0,18952.0,2959.0,640.0,2600.0,32.0,33.0,83.0,84.0,12.0,7.0,32.0
2022-11-12,2371.0,,7534.0,16009.0,,,,30.0,,38.0,79.0,,,
2022-11-13,1856.0,,6112.0,13801.0,,,,30.0,,38.0,78.0,,,
2022-11-14,6222.0,8421.0,15376.0,18901.0,5430.0,1615.0,4495.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-15,8017.0,10163.0,20167.0,24763.0,7869.0,2499.0,6086.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-16,7823.0,9819.0,19085.0,24495.0,6571.0,2346.0,5976.0,32.0,33.0,82.0,84.0,11.0,7.0,33.0
2022-11-17,7662.0,10156.0,19031.0,24431.0,7110.0,2276.0,5804.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-18,4594.0,7514.0,13550.0,17282.0,3589.0,891.0,3705.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-19,2272.0,,7553.0,13112.0,,,1617.0,30.0,,74.0,79.0,,,30.0
2022-11-20,1904.0,409.0,5936.0,9573.0,154.0,,1228.0,26.0,2.0,73.0,79.0,2.0,,29.0
2022-11-21,5959.0,8063.0,15068.0,18687.0,5362.0,1524.0,4386.0,32.0,32.0,82.0,84.0,12.0,7.0,33.0
2022-11-22,8033.0,10198.0,18942.0,23172.0,7792.0,2513.0,6010.0,32.0,33.0,82.0,83.0,12.0,7.0,33.0
2022-11-23,8061.0,10512.0,19980.0,24789.0,7714.0,2466.0,6284.0,32.0,32.0,82.0,83.0,12.0,7.0,33.0
2022-11-24,7202.0,9804.0,18112.0,23419.0,6625.0,2122.0,5634.0,32.0,33.0,82.0,83.0,12.0,7.0,33.0
2022-11-25,4602.0,7601.0,13769.0,20150.0,3501.0,873.0,3507.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-26,2419.0,0.0,7425.0,15182.0,,,0.0,30.0,2.0,43.0,85.0,,,1.0
2022-11-27,1543.0,,4428.0,8306.0,,,,30.0,,38.0,79.0,,,
2022-11-28,6176.0,8050.0,15406.0,19298.0,5388.0,1620.0,4466.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-29,7953.0,10118.0,19141.0,24060.0,7649.0,2562.0,6005.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-11-30,7999.0,10100.0,19344.0,25485.0,7583.0,2452.0,5993.0,32.0,33.0,82.0,83.0,12.0,7.0,33.0
2022-12-01,7782.0,9663.0,19035.0,25512.0,6982.0,2301.0,5865.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-12-02,4770.0,7424.0,14437.0,19941.0,3704.0,985.0,3738.0,32.0,33.0,82.0,84.0,12.0,7.0,33.0
2022-12-03,1992.0,,7416.0,13383.0,,,1502.0,30.0,,73.0,78.0,,,30.0
2022-12-04,1631.0,,5895.0,9280.0,,,1103.0,30.0,,74.0,78.0,,,30.0
2022-12-05,5953.0,7837.0,15432.0,19006.0,5347.0,1665.0,4409.0,32.0,46.0,82.0,92.0,12.0,7.0,33.0
2022-12-06,7500.0,9137.0,18542.0,23137.0,7399.0,2456.0,5673.0,30.0,44.0,82.0,90.0,12.0,7.0,33.0
2022-12-07,7878.0,10722.0,20390.0,26192.0,7784.0,2567.0,6389.0,32.0,46.0,82.0,91.0,12.0,7.0,33.0
2022-12-08,7544.0,10303.0,19947.0,26544.0,7240.0,2284.0,5911.0,32.0,46.0,82.0,90.0,12.0,7.0,33.0
2022-12-09,4448.0,7315.0,14641.0,19565.0,3468.0,930.0,3512.0,32.0,46.0,82.0,91.0,12.0,7.0,33.0
2022-12-10,2651.0,,8816.0,14973.0,,,1799.0,30.0,,74.0,80.0,,,30.0
2022-12-11,1914.0,,5961.0,9243.0,,,1267.0,30.0,,74.0,79.0,,,30.0
2022-12-12,5637.0,7883.0,14941.0,19083.0,5129.0,1609.0,4369.0,32.0,46.0,82.0,91.0,12.0,7.0,33.0
2022-12-13,7687.0,10124.0,19900.0,24834.0,7353.0,2464.0,6027.0,32.0,46.0,82.0,87.0,12.0,7.0,33.0
2022-12-14,7771.0,10451.0,20368.0,26171.0,7395.0,2458.0,6204.0,32.0,46.0,81.0,90.0,12.0,7.0,33.0
2022-12-15,4934.0,6155.0,13999.0,17191.0,4115.0,1269.0,3940.0,29.0,32.0,82.0,84.0,10.0,7.0,33.0
2022-12-16,3575.0,5476.0,12914.0,18182.0,2771.0,709.0,3063.0,29.0,32.0,82.0,85.0,10.0,7.0,33.0
2022-12-17,,,7868.0,13272.0,,,1908.0,,,74.0,79.0,,,30.0
2022-12-18,,,6117.0,10080.0,,,1492.0,,,73.0,77.0,,,30.0
2022-12-19,4576.0,6145.0,12289.0,15668.0,3955.0,1172.0,3523.0,32.0,46.0,80.0,91.0,12.0,7.0,33.0
2022-12-20,5905.0,7563.0,17198.0,22118.0,5226.0,1637.0,4821.0,32.0,45.0,82.0,91.0,12.0,7.0,33.0
2022-12-21,5297.0,7208.0,15403.0,19439.0,4644.0,1256.0,4381.0,32.0,46.0,82.0,89.0,12.0,6.0,33.0
2022-12-22,4679.0,6085.0,13532.0,18544.0,2998.0,921.0,3367.0,32.0,45.0,82.0,89.0,12.0,7.0,33.0
2022-12-23,1852.0,2646.0,6470.0,7950.0,867.0,216.0,1374.0,29.0,32.0,79.0,81.0,10.0,7.0,31.0
2022-12-24,1605.0,,4849.0,6680.0,,,1054.0,30.0,,74.0,78.0,,,30.0
2022-12-25,855.0,,3927.0,5023.0,,,703.0,24.0,,74.0,78.0,,,30.0
2022-12-26,1667.0,,5699.0,7157.0,,,1164.0,30.0,,74.0,78.0,,,30.0
2022-12-27,2358.0,,7198.0,10672.0,,,1817.0,30.0,,74.0,78.0,,,30.0
2022-12-28,2740.0,4405.0,9162.0,11942.0,1499.0,391.0,2250.0,32.0,46.0,82.0,92.0,12.0,7.0,33.0
2022-12-29,2876.0,4480.0,10168.0,13565.0,1481.0,376.0,2394.0,32.0,46.0,82.0,90.0,12.0,7.0,33.0
2022-12-30,2485.0,4124.0,9655.0,14064.0,1009.0,240.0,2036.0,32.0,46.0,82.0,91.0,12.0,7.0,33.0
2022-12-31,1788.0,532.0,4911.0,8579.0,72.0,,1186.0,30.0,4.0,71.0,79.0,2.0,,30.0
